name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Royal Halberd,BotW_Royal_Halberd_Icon.png?version=9149bca31d0e5e8acd1b8bbe035dbdac (https://v5.airtableusercontent.com/v1/18/18/1686708000000/BRt80WnPop1Jvjq3-i23NA/NsZV6GcTW6SKS2zTJ8lpxMoe-7Zd_neO3UeZSK6hs5PDkHvyaaXbpllDqEnkXuuQ1dS71cdRixntc3Aetdtj6NkDURq1phFYj7Z-dwzELCjLFX9OePmJgVrXsanQUfYd/QlwJ-LNdRQEnaURVHlAk_PybFEuR8Hs9WwBdXQ7fSIw),Weapon,Pole-arm,,50,26,,,,,,,,,This spear was issued to the knights who guarded Hyrule Castle's throne room. Its ornate design was applied by a craftsman in service to the royal family.,,,,,,,,,
Rusty Halberd,BotW_Rusty_Halberd_Icon.png?version=86db83551e092c23f4f156433838aa4e (https://v5.airtableusercontent.com/v1/18/18/1686708000000/DnFjv_c9CBmufSCfVrcN3w/Aro5-hFae-k9SBgyjvt5-jQBPBCafU8Z-dfghqFBncXcoE9T_CqbJq_EG1fBhf36RcgugklU58NgioE16xVmiQnO16fta2i9BgXq0n7d621n9lKTetDRjWVYnqTc9ssA/AHJcuFQ57m5x2F7QMbEJ9l65wEdtBCLu8JLx5Hjs2lQ),Weapon,Pole-arm,,15,5,,,,,,,,,"A rusty polearm likely used by knights from an age past. The spearhead is in bad shape due to prolonged exposure to the elements, so its durability is low.",,,,,,,,,
Savage Lynel Spear,BotW_Savage_Lynel_Spear_Icon.png?version=7142e2dd063d69128619f9ce8666bedd (https://v5.airtableusercontent.com/v1/18/18/1686708000000/cLcZ2cgNuGJQXt2qrMAaWw/TcEhHmiKxqIQg0ToAtpzQZI1A4UYhjdtjLBsvvAqsnPwTg2Si2cKx3HCJQ7q4ehIlgSkYz8zHERr7hfPW4YKjSp_iSVQFPY5kw6T2FIxJy3i_6SFLB-s2hH5biX3FDvZ/6zsgkNnaNSjoMe1UUnwXm06PYPWdI_b-PF0nVRmxVZA),Weapon,Pole-arm,,45,30,,,,,,,,,White-haired Lynels favor this brutal spear. Its axe-like spearhead and exceptional weight give it absolute destructive power.,,,,,,,,,
Serpentine Spear,BotW_Serpentine_Spear_Icon.png?version=c8d2d524fd505fa2f05bf4d0a81cdf3f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/rjV7FAEantyqDUhDKYMCkQ/yTqEZN0mN2U0nEqOD_JswLI5_hpbQkN6zsdqsUMvdm_JFBIzZ2oStICZM4ZnhVKlMtydYp_e1LuQyFHYh53yztsYkm1B1BSTrGDkbvwL_s_AT4vXfT60Y7bYml4abARC/ogeV_k2SF4YjOmv1VHQs6c-ux80iZenS9740DHNsDxM),Weapon,Pole-arm,,35,12,,,,,,,,,The spearhead of this weapon is uniquely Sheikah in design. Spear masters of the Sheikah tribe can use the crescent shape to snag their opponents and deliver brutal cuts.,,,,,,,,,
Silverscale Spear,BotW_Silverscale_Spear_Icon.png?version=23e2d909daa0b06c6bc558426597e7f2 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/iqnsC6ERkgGGvEnPPDzbTQ/j2Y7B7HkA2yPbYxv86scRRPW0ak3KjklFjz1qQKXpOxA0jn9Q6dqnUy8igtxMnIHPktUFUNuT_aJyshH3s5JDMa_6Fhohj0yrR0ISqb-eU_odXBCMEOdPph_cpq1LRMt/EsD6qn0WvcZVSQmINYHZmHXkEKdu25gu6vWCiz6Qn-0),Weapon,Pole-arm,,40,12,,,,,,,,,The most skilled Zora fighters wield this spear. Its beautiful fish-tail design belies its impressive strength; the spearhead can pierce even the toughest scales.,,,,,,,,,
Soldier's Spear,BotW_Soldier%27s_Spear_Icon.png?version=a45b712c01a18045b1a422b1ed4af673 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/VRb2G8Y8UrkzU7UV6Sg5oA/m9DJRRYMZbn4Cz--r-ZCRCzV65418geR7raAm6XGayH4fh1FoVZQAuGGwmXB0do2sCe8WNSFNPs4LR7PawsH9pnMbFrwCcT9LRqW9ewTIUbNFrmX4G_wzZECwKZya_3g/bkc7iXuWTE8ikLiku2WzyNy1xlKga4Ewe7z1xoC2QMU),Weapon,Pole-arm,,35,7,,,,,,,,,A long spear once used by the guards of Hyrule Castle. Easy to use but difficult to master. The iron tip is very sturdy and the shaft will not burn when exposed to flame.,,,,,,,,,
Spiked Boko Spear,BotW_Spiked_Boko_Spear_Icon.png?version=aa8430dfae4bb82b74c115df9fba3cba (https://v5.airtableusercontent.com/v1/18/18/1686708000000/JJhkF-IN-xIRvjKIEWRPZg/gFCB4LZfwuDwY5HI9b3WxinmDAWdimHSupUWnM_j5tfZVYszRKXCwBymJmmYqtC3ZYs8YsX44XJ7HHcKs2txOfUtXkv4kvG8hamVwsI8sQ3ue87cOok4pHj7PcsSRXcg/HSFJYepL-c8XgOKhVaTxAEppXkrNhBv-SZ8k28DnIjs),Weapon,Pole-arm,,15,6,,,,,,,,,"A Boko spear enhanced with sharpened animal bones. It's light, easy to use, and deals a decent amount of damage.",,,,,,,,,
Spiked Moblin Spear,BotW_Spiked_Moblin_Spear_Icon.png?version=16319dc9e45ab5a7af8c480571e4b240 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/QcLEKeaGL1ccLJcOEa8noA/WlEhQRHZxOzfK_PGDHex4kzaBy8kRjsnGAXo2Ycu1FBWdDeyuh5RaODHm4HkXm5NFAcHuMJGE8VvPJJc5UB-SLuqaY7TcIXzNEV834J0v6o_v09Ry-1Q3qjsVf8m3PiG/uhr26sSGg3cVNIMgIg9LNUUi0tWJIUc2TYH4sfDOyFw),Weapon,Pole-arm,,20,9,,,,,,,,,"This Moblin-made spear uses a horned animal bone as the spearhead. Like many Moblin weapons it's sloppily made, but this one packs some respectable piercing power.",,,,,,,,,
Throwing Spear,BotW_Throwing_Spear_Icon.png?version=1d354367e86cf1951fb45bedcaa464d0 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/l7KNEP_K0NgXwK4dLzg7XA/DX6ZlmcZW6u8UO9ZbY29loKTFI6BqIyEetkd8LYec-_5Ap988SfZZUUDvywozhyLkEVwysPqHzzhS08iXCDL8zW0SP1ZQ4cD83TfQMpYpD-BPWXJuD8g6vEUBpUHxGma/-yD3XtAwaymoBgiRU9-5-hjb2C7SaA-OtIV-8ApJsqU),Weapon,Pole-arm,,20,6,,,,,,,,,"A specialized spear weighted to excel as a throwing weapon. It's perfectly balanced to be thrown farther than your average spear, able to pierce targets from a great distance.",,,,,,,,,
Thunderspear,BotW_Thunderspear_Icon.png?version=5079309fd47df855d804e14fc7912273 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/vkYNY3y9kCKrq9jtgnmwUw/Yu9pFh79NuAOD1_uaMA2uqgFuVHjOd-OciCTUWRtZ4ngevz3deeE3v9RnOJ_S90lp_sLpxhUVa6DKHucSaTJyfvFBmfj6L4vqd44s4xxjfcFNyfq85gjOMCMKZ1GvVwY/iMaGBi-bQyAPSYJX2gKufSCfukHJ3epl_Rqkj0rlRRA),Weapon,Pole-arm,,50,22,,,,,,,,,A magical spear that contains thunder from Thundra Plateau in its tip. Attack when the blade glows with a golden light to unleash an electrical attack.,,,,,,,,,
Traveler's Spear,BotW_Traveler%27s_Spear_Icon.png?version=71f570c28d0ec5de833a983cc753c16d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/-WszT-npG1i7A2RTK4NGZA/9-vvZ3RUoSiD26kZdPXTPrVUinesDsX6xZE-Ia6_gOM87GgIauId077XRtPPghf_7oYHUjmRwT-yjl0N_5octvxAqOHkbq1yOIOcfrBeu3tETQiAi9np4CyXi95Y1KyM/MHPZxbSWnO-dioeZsr3HabqXfbV61IIufbjlEIp00oI),Weapon,Pole-arm,,30,3,,,,,,,,,A spear used mainly by travelers to fend off wolves and other beasts. It's easy to hold and simple to use.,,,,,,,,,
Wooden Mop,BotW_Wooden_Mop_Icon.png?version=b50733776ce4a935ea09b8405d358d6f (https://v5.airtableusercontent.com/v1/18/18/1686708000000/0KnFTS5wRcES94_vmHk4yw/NbMgF6it9PMC78LXgTOKvxB1lX-UEeFFnLy9SXpOeBS_qZsTCq1bpA--eud6Ybr5YTB1TT1gIjHlFX6sGMtlD9TPlbAtCd4Kr4Bj_N7tjrJ7RWtiovZcZM7FeaMctfAg/MtNMgNkvvDLtMiOEsWJan5Kyu3XWajL75UYd167TxHU),Weapon,Pole-arm,,8,5,,,,,,,,,"Just a mop to the untrained eye, it excels at tidying up the place. But it owes its sturdy construction to a true craftsman, so it actually has some combat merit.",,,,,,,,,
Zora Spear,BotW_Zora_Spear_Icon.png?version=b79be5beab19680000c1a40ee6f2cd27 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/dACN575fk23kYaN-t8J7Fw/eLzlAAputYOxpwzGx7SKCgzYnk3IClDBNM1Ltdi_3KCYWbKVglzz7t-2ARNUJXh20yW1Uocxnuk0K4-lzxe0kf0vkq0b0KvtHEf9l39pQQDIPAwedu8DRygjmpsSnJLS/k70piWKI_GyVSoflSs41AdBDWMvKZzI8EO9MI1txcEQ),Weapon,Pole-arm,,40,9,,,,,,,,,This spear is a Zora's weapon of choice. It's lighter than it looks due to being made from a special metal and is used by the Zora for both fishing and protecting their domain.,,,,,,,,,
Ancient Shield,BotW_Ancient_Shield_Icon.png?version=bfdec23c13187670eb30af1e5f2e46ef (https://v5.airtableusercontent.com/v1/18/18/1686708000000/vLc63GGmK1pnB02Baw8Peg/q7UluzITeYpSLLK2yhPdRX7f5Iw5aBgHalaUjel-OFwuovNfp3u7natimWORXqlhJ_Ozva8drYuz8KFYEfvflUBEi22nzw_5Ao5t9-R2erhx9AJ-Wef1rZRq5yVokP8H/sZPaK2CVTbWOMcLk56HBcdVkTIwZYJ7uWXs8CH3ZOZA),Shield,,,32,70,,,,,,,,,This shield was made using ancient Sheikah technology. Its surface glows blue when raised in defense. Enhanced functionality allows it to deflect Guardian beams.,,,,,,,,,
Boko Shield,BotW_Boko_Shield_Icon.png?version=420d4a6b0684e20a4a775eb6b8fcbf0d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/TvBuPUwPQVMhqQ20W8PXZw/UTxB1yzKG37S9weL857JjftOcWdER5kaExe0OfzpzzUxxfkEDcu_5gpPB3YKFq9VX8beSwcoaP0KJJkY9CWCKV6U_Ei2C9Gb48Ldr-mqfBvPD9jrpdrxs5Be7mKevOW8/EfJ7arW-sjAIdjUWY8AwAIn38Ub3gSEZPKFtqfVwjU8),Shield,,,5,3,,,,,,,,,"A Bokoblin-made shield created by attaching a handhold to any flat tree bark picked up off the ground. It's pretty shoddy, so don't expect it to last very long.",,,,,,,,,
Daybreaker,BotW_Daybreaker_Icon.png?version=6627bfcd2ee21641d863d8dcaf902f86 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/C3oANOzyZGAnkMaaFunI6w/kT0Pw_GOCbCyAIlKsHFzZ0coORAhQMCBJxY8HXAnc8vef3OHAb9PPMIc9Y5cE8U63b-4IzLc2Hh2jaCWEXilt5gS4SJFgbGED-JxrXu-hWUAm0kXHn4DqD1ZHpgfUTk6/OtNhpyACeH61D57y8tWFNf3F2H8zZVT_f_YfF0e0STE),Shield,,,60,48,,,,,,,,,This shield was cherished by the Gerudo Champion Urbosa. The gold used to make it was handpicked to ensure a design that is both lightweight and very durable.,,,,,,,,,
Dragonbone Boko Shield,BotW_Dragonbone_Boko_Shield_Icon.png?version=71eaa44fe227f2e0a50d6ec53231715e (https://v5.airtableusercontent.com/v1/18/18/1686708000000/yBejzK7dt0jW97c5an6fmA/5DkjzD3tu5pt4DjX77szbqqD_-r87Oet6W763RHWcgxim9Ri3ORxREE5p43H8N6_XtOHaTwkCwDS80GLaJCHQvDlqu8HExvs4QnWVbwuEPyF2Vv8JlHylFIJFO6o2R2C4KpKcuEnPY2mw1jv85bQ4A/9FCBvSdF2OakqT-Cp6oWjaMOUi4sODJglg74N-VUwEI),Shield,,,8,25,,,,,,,,,"This Boko shield is reinforced with fossilized bone. Its defensive capabilities are respectable, but its predictably slipshod craftsmanship spells low disability.",,,,,,,,,
Emblazoned Shield,BotW_Emblazoned_Shield_Icon.png?version=e4e53abb37c97cb1cfea7ef8b8c2cf72 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/N9m5axeqTsRJW9Y5ki-fCQ/kvGmOwBU92hnKXJA4Ya09D5bjIrT1BcHNm3KvC2zDl9dD6j5f94a2LOS9a2FCfUJYZVxxKA7KxArWiJ6pZnJrukaIiKFzOpzbIhoMHjeRgIVq9Z8CRmJa81TUbH0TulT/YqWPMenLXT1nHu631LF9RI0_CgChm9rDq_byA8xX5_g),Shield,,,12,3,,,,,,,,,"This shield features a traditional design from Necluda. Its combat capabilities aren't much better than the standard wooden shield, but it found popularity for its design.",,,,,,,,,
Fisherman's Shield,BotW_Fisherman%27s_Shield_Icon.png?version=bb5e5e12c27a041e6c8dab7f15d9202d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/DP5Us5goQBT99h4iQjVuTQ/m-DHW6gwi9D0U8aRMrFkLHkQwHJgaZx-nYoxb4_dnWqTfZfl_mEKqvc7VmtV0qhfJK4kocFpWPf6t-9bIyAF3NDXpxyDSk1f5spaTkjjTsLVbETUIGn92KLTnNDvTJzNsRbmKH154eg7yxCyvOXfrA/f17WkuUtyKVB8t11YJl11xEBIkGUyreZ0zGWYeY7rxc),Shield,,,10,3,,,,,,,,,"Often carried by fishermen for its fish design, which represents hope for a great catch. Its light wooden structure makes it convenient to take on a boat.",,,,,,,,,
Forest Dweller's Shield,BotW_Forest_Dweller%27s_Shield_Icon.png?version=7d1a30ec971c7e5c0b81cbfe709d5f8a (https://v5.airtableusercontent.com/v1/18/18/1686708000000/qXkxyHZOs115xNLrRtPbTg/NAgP7bpcGFz1m24xkb4GVcqzGUR-4XdAHonl6hkym9-EKi8A2lKHj5W6TKz8pObUxdK3W2AgVBeNHpcoqB97kzI34XgauNir6s47Woew1hhbfDrU9VOKqXGYsLTOpEXZ5175cz1rtOcv4hiBHds-lw/OFFm65DO8UoDa9B1JMXeiiPgIw_-IZ2QAN3FYKMk8Ew),Shield,,,18,30,,,,,,,,,"The Koroks made this shield specifically for Hylians. It's made from the finest hard wood of trees that grow only in the Korok forest, so it's sturdier than it looks.",,,,,,,,,
Gerudo Shield,BotW_Gerudo_Shield_Icon.png?version=545999dd84b5ecada4fcfd37e4c7eccd (https://v5.airtableusercontent.com/v1/18/18/1686708000000/9Ow69gN9y54riAGxVOuMWg/TtjlkYogySxa8G2r63HSwUPzqz_F1SUukw3SGPnY3DNDc4cySjRLfyscRZ2YPMEeJtWBYucvlzMH8r1r0B-nJ5k5oeo2za46hP53CehnkqrC8WKqHl-gPeBwW6YGlu16/XFFkisIal1bqdEHbVpqu5XmdeiuOuK9tS6BPfMULWE8),Shield,,,20,20,,,,,,,,,The design of this metal shield has changed over time to match the Gerudo's sword-and-shield fighting style. It's favored by soldiers and travelers alike.,,,,,,,,,
Guardian Shield,BotW_Guardian_Shield_Icon.png?version=e2c0c40e88fcd64c649a4282c2e17215 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/gYcV5RZ44CU27kWsu245MA/TvR8hthHUPJPhg4r-16GRL6K87LcvvH4sFCoY1xk7iFOe532efG0_1OB6Odgd1gP7Vfe2DreRXK_lCV6wuzx8B5S7ihHQ1Sh1QdnJ4B2Cgfarhk-cB9bGKNe0ClyhQfu/GwuZF6-P8sFHOgAcZuxIrT5BoRw_dyoU0vBpACZAs20),Shield,,,10,18,,,,,,,,,A shield made with ancient Sheikah technology. It can deflect a Guardian Scout's beam.,,,,,,,,,
Guardian Shield+,BotW_Guardian_Shield%EF%BC%8B_Icon.png?version=42d0b804bf6015dc34c8c8d02fce2cd2 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/d4a08qzPUu48fRom9I2Jpw/Tmv7yaOcl99tXanEAgVG4uXWvUmDl-viyX5zl030uoG2vOKm_dDklqb3vvnFy-dv3zPEstAiKge8ZZnCLmjs2RSuS7prLrfwCjUJFmliA36lGdqSlNKQcbHYPAVfQVhZJh63GTEzuMPRKEtS7mLtXw/RhhYcmAiYtJbZgtttvTKCzEq7qSsRTgP5g5mJwoubyw),Shield,,,13,30,,,,,,,,,The larger version of a Guardian shield has had its output level boosted. Its defensive capabilities are comparable to those of a metal shield's.,,,,,,,,,
Guardian Shield++,BotW_Guardian_Shield%EF%BC%8B%EF%BC%8B_Icon.png?version=cca8a9b93260949585185aba4981b6a5 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/YnnvDhazJNLCcoJ-c2_G3g/RX9DieAuPG-g_mZFIsBv3MwwTJwCMcOrDK09c1ho_yp6K5tiEjAw24T3FQsQRqgmVtdAQJfWwEMKfHNNOqnjAhlXyuIeFDKo3mJ-w4Gv74-YLunz701WEnoonkRFxgh5sS_mo8Wy85jE96ZqmUrtOQ/UiHZTZ8cuNoOaYnr0PffomK8LOOdaYK8XzLqFimR0hk),Shield,,,20,42,,,,,,,,,"The output level of this shield has been boosted to maximum. Its combat capabilities surpass those of metallic shields, and it can deflect Guardian Scout beams.",,,,,,,,,
Hero's Shield,BotW_Hero%27s_Shield_Icon.png?version=befd7c737a41c9ff0c8d122666ebaa2d (https://v5.airtableusercontent.com/v1/18/18/1686708000000/WuFW1xRXyhI0SVmv9KhTmQ/Yk5IBggU_RoedO_rUCTUsoHF2lKIfY1gVlQEjmJ_W-GBlsf4KBzFDv5qLPxk7CWCa3iJVitSKvwLZQhhvsNpr8mK_wWU2vJpkkH0M0aTU45ORx4p61y3PqdO--M3YtGJ/P4F7WyKInQf-Tf5tbnfGTMu7XScRBFpda3X5uyGxXOM),Shield,,,90,65,,,,,,,,,"A shield said to have been the favorite of a hero who traveled the open seas. It was apparently a family heirloom, passed down through many generations.",,,,,,,,,
Hunter's Shield,BotW_Hunter%27s_Shield_Icon.png?version=dfb172de98af60dd1aae9f1f51b471ad (https://v5.airtableusercontent.com/v1/18/18/1686708000000/NBrMDkj3vAi60fVsL03TmA/aQrsPJk4T_5jGly9grgvbBBUWSS23vNVfbStPRigEm8H7p-piqgYo0pGBaUJIB57UlzAublOcLyiwPiKx-llZlkm2Z4PeuGIow18_P-xwLXMwBXtL8kq-BLPMM1zdk4a/3oqJHCRXNu9nqlKrT802S3XrCqdNTKov5LwGUnEdsKE),Shield,,,10,3,,,,,,,,,"Favored by hunters for its rabbit design, which is said to bring luck on hunts. It's easy to use, but its durability leaves something to be desired.",,,,,,,,,
Hylian Shield,BotW_Hylian_Shield_Icon.png?version=e4ab31790f99be88d0c81eecbf525052 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/c6oN2MoxaY4Dv19HAl4yOA/UJCOeFHSZnT2LzmFYC50gStOoICOBofF1rnNFCjYgoanqUAY4daI0G6VRHvgIRVkYaGuDmD38dtx2-C6B7amVM1kYq4o-GdmMxmJSUo43pE6JML2FcmU1h79ZAs6mzHZ/v9sBSVBQHka1GhinqNw5kJ6gpSv103-1wBJGgwZAPYQ),Shield,,,800,90,,,,,,,,,"A shield passed down through the Hyrulean royal family, along with the legend of the hero who wielded it. Its defensive capabilities and durability outshine all other shields.",,,,,,,,,
Kite Shield,BotW_Kite_Shield_Icon.png?version=7bb524c8bd220c83e9165e16082c8326 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/bfvBHuKtEyTWy1f8CczViQ/TXBlBlrYIxYFs5pXsYo3BPj4zESqFQ5PAalhhNADoVS-SJ4mf1ju_y1sa2Oxx4UhcpIYlSpkEMdI2CQY8k9nJo6lRC8RABTj5NQd_yanpLORI-YEEB7SrAWXFq744Bu8/WfxOVMIgBDUgR_DRnAI2EK12ic-5g--lZZPwSuoS4NY),Shield,,,16,14,,,,,,,,,Rito warriors cherish this shield. Its unique shape is designed with mid-battle flight in mind to facilitate aerial combat.,,,,,,,,,
Knight's Shield,BotW_Knight%27s_Shield_Icon.png?version=558835452301e1148f6c84b0359f2729 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/SxXUPVkv_K34fmecDwqO-A/n_iBAaxFo9pHrFWOFBPYJdRWiXBtY5Zuyd8RHNBSKQNH3CVEVPFjm35iq1cpuudK-MUw3mW2_ynmMNLT6tiY0mhoRFJpeODL5Pnj_daHPLmp6HPjj_aKLgZzFgnZtZzu/k51Xl1rRw0o6U-lgLTyVHlCRwuwDdmOcp3c50_qHwGw),Shield,,,23,40,,,,,,,,,"A shield favored by the knights who served the Hyrulean royal family. Its sturdy metal construction makes it quite durable, but its weight requires decent skill to wield.",,,,,,,,,
Lizal Shield,BotW_Lizal_Shield_Icon.png?version=65b18ed217e164b394d3974765b02d4c (https://v5.airtableusercontent.com/v1/18/18/1686708000000/if3GkjPTIMpvVDGEE-BkLg/rCgTQLPZCTQQlQge8rumObl1ol-vXdpjiZuvUE1kSRHqaCGNIuqmysGL-Fl5gGFswchWm1dnvQMR5rs3Kxz7dSk0pcLFsB0FkamNpWmCHof-wuvGJFC--9PU_lqZRRP1/pThjj4siyRLKQBtUqg1b4VWsTA9Ge6R3gpvAXegez1Y),Shield,,,8,15,,,,,,,,,"A common shield found among the Lizalfos. It's made of metal, but its sloppy craftsmanship offers poor durability.",,,,,,,,,
Lynel Shield,BotW_Lynel_Shield_Icon.png?version=f7590fbea803df3debe1126b30030bd1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/HwvDQVAd1N2DRLT-41wJyg/6yxHpki4siMfVIQhjdPHXYkO2ZqThtDIFMKmDmBSl2A3s2O7WumeMSDAi3M3pVhdkdjAx4cQko0Lmd-HifsFNg0HRrixOVGGHbz2osZAAeznWaHQxrnHZ3U07HahPiqs/j9zlgySQPEbR3FjgQOHt2xtv1kPo0aLYibi0TvFCaCY),Shield,,,12,30,,,,,,,,,"A sturdy shield favored by Lynels for its defensive and offensive capabilities. First and foremost a shield, but the banded edges can deal slashing attacks when deflecting.",,,,,,,,,
Mighty Lynel Shield,BotW_Mighty_Lynel_Shield_Icon.png?version=9eb38c8bec3160d773364b1905cbe736 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/DXihPXwPMEQsP-sSG_z6FA/0v3ZHJN0sBWY9WOCUB903Fm85I0ZOpSalO09-6LTGr-nBCQFIkLC5KEGsgxF2bqRi3DamQXZ7kaIK6fMpav0O8cz3m9djlSS338g_dG-0ovR0Zhvel1mTqmAYISIsjYn/JaixEMjGYUM4nRtHWD_IJzG9dfQLJHwiKETC3_OSTfk),Shield,,,15,44,,,,,,,,,"This Lynel-made shield has been reinforced with armor and even more blades. Stronger in both defense and offense, it can tear through basic armor when deflecting.",,,,,,,,,
Pot Lid,BotW_Pot_Lid_Icon.png?version=4ecbd30b2231ffbd81055b1b18dc5cc1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/XR6Uv9cGXXETgvREAqiBqQ/XCQ0KYRljbWpahdOO0UYfvGfyy2q8_UwG28JUazbr2WaQJliWp2XW4553O8YvBZpcZpK_YQ3ZWT1WzYyo5d1nxg_rPZ3NdBcTuDebRXI6Xy0_O1T__qjpYQrUsnob8dQ/_f1p9q178s81azVU0gCNZqdnEHa0BRs6lXOmw231fbc),Shield,,,10,1,,,,,,,,,The lid of a large soup pot. It smells vaguely of chicken broth... Yum! It can take quite a beating before breaking.,,,,,,,,,
Radiant Shield,BotW_Radiant_Shield_Icon.png?version=ef3d69dd9ea3d6fecfdc41bfaa64d1d1 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/BnnsUT3XeiZIuxyxa20kHg/pE7oXHtUL6LYXbOzE_K-HfMeqBqibJWeZ7nGPLtxNjmAnzi9sTTQutYTs7Y5fY_AEm1t6962YigkNVLPMvmbfiwGXrmDvt-LYGW5NwLGCjVU5zyYE4bII0qb0wB8eApj/HB13HczVa-rWHvrpGSSPRxEAQBXb-w4B78XK-9-sIbw),Shield,,,26,35,,,,,,,,,This extravagant shield is presented to Gerudo warriors who rise up to the rank of captain. Its apparent opulence is rivaled only by its combat capabilities.,,,,,,,,,
Reinforced Lizal Shield,BotW_Reinforced_Lizal_Shield_Icon.png?version=2879aa5cba41e9047ebd19196feb05bc (https://v5.airtableusercontent.com/v1/18/18/1686708000000/4sbe_To07EtxWBxGUGiQnA/zcdFRmT4bxrsbVkpTAK_mOqPYfItnaHy7PW07CKRlHJ_zpBK1RcBODtPX6MPDgInZxrFGB_SUh0NeyGppLNQCff6SblanyitVbHWCycU6RuW5v3gitQ1AqIXtNePnNRGSNnPVNiTqFVqgvwjD8qAJQ/eOZT4r-Otdig3IX9PTxnfOj2hgoQkRxmshZ2DEhpMTI),Shield,,,12,22,,,,,,,,,"This Lizal shield has been strengthened by adding a different type of metal to the mix. The edge is lined with spikes, so handle with care.",,,,,,,,,
Royal Guard's Shield,BotW_Royal_Guard%27s_Shield_Icon.png?version=0858756db4e7d69cf164052cf412d2c5 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/jw8kxZt7Wmb0yw_Gtwk0AQ/pyybMEnqdSTJVNButRn4tGz66h8ige3RiVgBXhNylbeco8aBcJurzOW7JXgixDDdpEJPu87nGU3s4hQ2H-V9blUnz4qdlOLPZp438EGSvqmLR_BG0cDxBMFTmzaZAvK_LaH08ZW8S3kdphDkvrimEA/A5dh0C4Jn4iI5sP7YEfctgDy2HelaG9_gB5UPbyLPN0),Shield,,,14,70,,,,,,,,,"This shield was forged using ancient Sheikah technology. It boasts extremely high stopping power, but its structural weakness made its low durability impractical for combat.",,,,,,,,,
Royal Shield,BotW_Royal_Shield_Icon.png?version=7ff91478e796b62422370bccb43164ff (https://v5.airtableusercontent.com/v1/18/18/1686708000000/9KEemYahWRnBT_FhxxBWLw/ccPUaqHVavDEl86eoDyuuQhLkH9pEe2c_M96tKYlw8qGSQmP9UostxIOToZt51mMW653RlY7EA-RwLKVUCBa-DosfYV0RJ-n4hPlqO7NCS-kMZKcnxTPrtjtDBRiAJF1/YXlSh0KRmG__j-2zGhzPlk4J9es3yinvmawcgaiOxZA),Shield,,,29,55,,,,,,,,,"A shield issued to the Hyrulean royal family's immediate guard detail. It boasts a high defense, but these days it's more a collector's item due to its ornamentation.",,,,,,,,,
Rusty Shield,BotW_Rusty_Shield_Icon.png?version=090f8ca1dc47ecbc0f50814598e4dfb8 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/QCbQLbaBGAXAgQ8qydJicQ/01pOOR4FLPcu0fszmhCt2XQU8LgjYJQGhDqq35h8fLA4RjCfylnjg5xR14gG7sO7Qv8fVNtqmQcg7aqfXgNYXaeAlJTHdkwSj08WQ0IM2d6--YzFH82jV1KasqqJKpAw/ZXfvBFJGUkpyv4H1lhS9VAc9YTKqkmB0HbgQgdaesfk),Shield,,,16,3,,,,,,,,,"It's likely this rusty old shield once belonged to a knight. It still has some defensive capabilities, but its usefulness has been worn down by time.",,,,,,,,,
Savage Lynel Shield,BotW_Savage_Lynel_Shield_Icon.png?version=94e7198ddae5c7532fd205177d290215 (https://v5.airtableusercontent.com/v1/18/18/1686708000000/nqNp1qeJly8AvnTzMOLxlQ/SzVv1-jE4BPpwxqxamg1j5ONUJ8zfqm0pFxmrdfn0dHpIREdcLIqIGGTWuMvVCTJeBZ2wCP1XW89IFLSB64coOVmSXotlTsLPeYWNQaIeooMDHdBiSRlDrLHaQ7afZf4/vzvvHu_FOPu7W7aAjLA4m_pFd53sTPh4cbk5Sw7paxY),Shield,,,20,62,,,,,,,,,This ultimate Lynel shield is used only by the white-haired Lynels. It excels at defending against even the most brutal of attacks and cutting down powerful fores when deflecting.,,,,,,,,,
